energy,tempo,danceability,playlist_genre,loudness,valence,speechiness,track_popularity,duration_ms
0.52,95.865,0.578,arabic,-8.399,0.425,0.151,68,154579
0.841,147.989,0.754,arabic,-4.563,0.838,0.0921,68,137684
0.683,145.379,0.501,arabic,-7.881,0.623,0.211,71,161379
0.648,93.2,0.737,arabic,-5.493,0.746,0.138,77,259354
0.541,139.978,0.716,arabic,-7.909,0.387,0.149,72,247055
0.874,118.079,0.774,arabic,-5.641,0.927,0.0488,75,174053
0.52,120.001,0.672,pop,-7.747,0.37,0.0353,89,226600
0.366,141.981,0.604,pop,-7.519,0.13,0.0282,77,224695
0.422,119.964,0.53,pop,-6.262,0.349,0.0342,78,221360
0.264,119.93,0.422,pop,-7.064,0.331,0.0322,83,269560
0.547,95,0.778,pop,-7.273,0.442,0.0489,83,242733
0.706,122.013,0.663,pop,-4.972,0.474,0.0383,71,257840
0.779,173.799,0.468,pop,-4.839,0.26,0.0779,77,217747
0.661,173.372,0.429,pop,-7.227,0.285,0.0281,89,266773
0.454,159.982,0.689,pop,-7.643,0.912,0.0584,89,159246
0.715,155.925,0.315,pop,-8.072,0.497,0.0362,87,289533
0.5,117.896,0.664,pop,-6.935,0.801,0.0651,87,182347
0.28,72.795,0.612,pop,-8.648,0.387,0.0434,87,213827
0.663,121.07,0.6,pop,-5.802,0.286,0.0477,86,245493
0.537,122.769,0.445,pop,-8.532,0.131,0.04,86,244360
0.635,103.019,0.617,pop,-6.769,0.446,0.0317,86,247160
0.296,115.284,0.351,pop,-10.109,0.12,0.0333,86,200186
0.697,138.992,0.74,pop,-4.912,0.732,0.034,86,163648
0.652,95.977,0.825,pop,-3.183,0.931,0.0802,86,233713
0.192,175.212,0.369,pop,-12.151,0.148,0.04,85,228013
0.841,109.021,0.635,pop,-5.379,0.424,0.0422,85,220734
0.557,85.043,0.358,pop,-7.398,0.494,0.059,85,211467
0.607,81.001,0.684,pop,-8.127,0.498,0.1,85,195373
0.448,95.05,0.599,pop,-6.312,0.168,0.0232,86,263400
0.442,146.277,0.557,pop,-7.224,0.213,0.0243,84,309600
0.552,75.881,0.346,pop,-6.864,0.0789,0.0282,84,286480
0.822,167.997,0.604,pop,-4.833,0.288,0.0438,84,187147
0.543,68.534,0.359,pop,-7.582,0.453,0.0919,84,221307
0.763,120.042,0.695,pop,-3.497,0.551,0.0396,83,215280
0.425,102.078,0.357,pop,-7.301,0.27,0.0333,83,198040
0.741,153.96,0.601,pop,-5.569,0.441,0.0478,83,153190
0.713,120.032,0.742,pop,-5.522,0.879,0.0303,83,189960
0.379,107.989,0.614,pop,-10.48,0.201,0.0476,84,258987
0.754,149.789,0.752,pop,-6.684,0.755,0.0615,82,206880
0.417,138.178,0.209,pop,-8.74,0.124,0.0338,82,295533
0.603,97.994,0.712,pop,-5.52,0.67,0.0262,82,265493
0.574,111.881,0.459,pop,-4.857,0.183,0.0577,81,215107
0.648,96.888,0.633,pop,-6.645,0.49,0.062,81,200690
0.776,77.987,0.585,pop,-5.898,0.427,0.0459,81,244507
0.585,139.631,0.449,pop,-6.761,0.212,0.0268,81,278719
0.327,91.05,0.775,pop,-7.241,0.595,0.0557,82,189486
0.445,78.998,0.781,pop,-6.061,0.591,0.0295,81,281560
0.638,79.064,0.481,pop,-5.862,0.497,0.0276,80,259933
0.845,110.056,0.671,pop,-4.93,0.775,0.048,80,176579
0.797,139.994,0.704,pop,-5.927,0.825,0.0475,79,148486
0.628,103.998,0.674,pop,-7.079,0.552,0.03,79,247907
0.862,95.051,0.712,pop,-4.612,0.809,0.0378,82,206200
0.473,119.992,0.765,pop,-5.829,0.34,0.0514,79,237300
0.465,89.087,0.449,pop,-8.964,0.543,0.0791,79,198371
0.798,116.032,0.796,pop,-6.312,0.942,0.0317,79,202735
0.53,108.038,0.63,pop,-7.259,0.417,0.0434,78,225053
0.55,101.19,0.551,pop,-5.339,0.342,0.0286,78,176440
0.663,102,0.651,pop,-5.569,0.465,0.0281,80,259453
0.401,111.825,0.677,pop,-8.467,0.195,0.0308,78,232852
0.699,114.481,0.85,pop,-3.292,0.915,0.0776,78,114234
0.764,169.928,0.591,pop,-5.484,0.478,0.0483,78,141806
0.45,178.765,0.597,pop,-6.658,0.537,0.0418,78,228482
0.82,144.905,0.621,pop,-4.865,0.452,0.0367,78,230192
0.174,112.672,0.681,pop,-8.745,0.231,0.0315,78,260285
0.488,136.07,0.752,pop,-7.05,0.533,0.0705,78,201661
0.738,119.976,0.721,pop,-4.77,0.637,0.0403,77,154983
0.902,100.012,0.673,pop,-2.392,0.536,0.0346,77,194240
0.788,120.076,0.748,pop,-7.055,0.884,0.0334,78,235493
0.657,107.01,0.753,pop,-3.061,0.437,0.0449,76,184732
0.342,102.819,0.516,pop,-8.985,0.0993,0.0425,76,206459
0.794,114.066,0.601,pop,-5.844,0.244,0.0671,76,217099
0.673,203.812,0.492,pop,-5.431,0.488,0.0347,76,163855
0.426,84.876,0.674,pop,-9.504,0.337,0.122,76,190185
0.656,104.036,0.638,pop,-5.886,0.225,0.0357,75,262467
0.825,94.931,0.56,pop,-3.862,0.268,0.0379,75,237493
0.792,119.054,0.627,pop,-4.311,0.415,0.031,75,235767
0.54,116.947,0.759,pop,-6.039,0.75,0.0287,75,190960
0.683,159.878,0.515,pop,-5.099,0.572,0.0371,74,220947
0.444,150.96,0.703,pop,-9.331,0.712,0.0417,74,242947
0.719,112.027,0.558,pop,-5.113,0.371,0.0267,74,208600
0.495,129.062,0.864,pop,-7.036,0.72,0.037,74,244973
0.706,92.513,0.482,pop,-5.762,0.144,0.0607,74,224920
0.495,103.375,0.694,pop,-14.222,0.799,0.0329,74,257187
0.586,126.684,0.553,pop,-6.319,0.443,0.0362,74,196373
0.903,74.988,0.52,pop,-5.497,0.652,0.042,74,219801
0.331,72.023,0.459,pop,-12.603,0.271,0.0421,73,183624
0.714,175.924,0.564,pop,-4.987,0.33,0.129,73,204013
0.798,120.012,0.719,pop,-4.582,0.591,0.0361,73,227741
0.588,113.608,0.491,pop,-6.177,0.193,0.0506,72,269600
0.71,89.929,0.5,pop,-3.015,0.419,0.0339,72,175200
0.445,50.827,0.286,pop,-8.087,0.278,0.0347,72,217352
0.415,114.145,0.728,pop,-6.852,0.455,0.0639,72,176320
0.632,147.873,0.494,pop,-6.89,0.0797,0.0342,72,274693
0.473,75.801,0.464,pop,-10.086,0.604,0.129,72,208687
0.72,79.983,0.508,pop,-5.908,0.472,0.0628,71,261640
0.638,184.086,0.378,pop,-5.576,0.735,0.075,71,250627
0.549,90.04,0.644,pop,-5.415,0.167,0.0285,71,253813
0.725,123.28,0.49,pop,-3.304,0.335,0.0392,70,240440
0.63,89.991,0.654,pop,-4.644,0.43,0.0259,70,167693
0.316,118.582,0.398,pop,-7.031,0.174,0.0368,70,253342
0.922,130.007,0.666,pop,-4.645,0.758,0.0352,70,216160
0.348,74.541,0.349,pop,-6.142,0.0886,0.0316,69,246587
0.787,117.089,0.399,pop,-2.88,0.572,0.0499,69,216120
0.465,113.81,0.6,pop,-4.951,0.0682,0.0314,69,230880
0.698,143.994,0.726,pop,-4.165,0.867,0.0431,89,233478
0.587,186.003,0.679,pop,-7.015,0.486,0.276,87,230453
0.669,112.238,0.908,pop,-2.827,0.662,0.0738,86,290320
0.652,95.977,0.825,pop,-3.183,0.931,0.0802,86,233713
0.939,129.024,0.671,pop,-3.206,0.53,0.161,84,252307
0.902,84.412,0.573,pop,-7.638,0.876,0.054,84,225280
0.824,100.024,0.778,pop,-5.892,0.758,0.0707,84,218093
0.791,105.018,0.894,pop,-4.699,0.583,0.112,84,250373
0.866,128.038,0.578,pop,-3.804,0.619,0.0619,83,199080
0.887,122.509,0.532,pop,-3.757,0.794,0.0335,83,249293
0.783,124.08,0.532,pop,-5.697,0.643,0.0523,83,247427
0.838,143.04,0.774,pop,-3.914,0.924,0.114,83,198800
0.711,125.135,0.692,pop,-7.498,0.875,0.0317,83,216933
0.837,120.028,0.755,pop,-2.718,0.714,0.142,83,199693
0.76,99.947,0.655,pop,-3.669,0.409,0.045,83,200787
0.87,100.804,0.543,pop,-6.514,0.754,0.0428,82,230400
0.823,128.035,0.646,pop,-4.123,0.418,0.0394,82,227267
0.807,114.742,0.729,pop,-6.492,0.765,0.0936,82,179120
0.963,129.992,0.581,pop,-4.087,0.788,0.0981,82,204160
0.835,125.983,0.527,pop,-5.298,0.654,0.0433,82,176658
0.861,119.963,0.663,pop,-3.398,0.654,0.109,81,220800
0.699,92.96,0.759,pop,-5.745,0.907,0.0307,81,211067
0.806,94.948,0.843,pop,-5.946,0.613,0.269,81,270507
0.806,119.001,0.851,pop,-4.618,0.774,0.0787,81,237200
0.802,124.022,0.721,pop,-5.797,0.724,0.0583,82,229360
0.856,127.949,0.596,pop,-3.556,0.743,0.0346,81,222533
0.824,118.818,0.709,pop,-8.824,0.867,0.0453,81,291293
0.869,159.805,0.533,pop,-5.093,0.425,0.173,80,208373
0.844,113.324,0.788,pop,-3.131,0.382,0.0334,80,251240
0.803,106.97,0.818,pop,-4.282,0.632,0.0797,80,225983
0.799,120.372,0.71,pop,-4.897,0.725,0.0328,80,238267
0.834,139.13,0.509,pop,-6.205,0.774,0.0386,80,216053
0.795,89.99,0.646,pop,-3.293,0.796,0.0976,80,210960
0.58,120.021,0.782,pop,-6.548,0.66,0.0407,80,193400
0.882,102.04,0.742,pop,-2.862,0.463,0.117,80,221176
0.787,126.062,0.604,pop,-3.674,0.301,0.103,80,245040
0.583,117,0.967,pop,-5.562,0.964,0.0789,80,242733
0.766,127.966,0.744,pop,-6.375,0.61,0.0265,80,289133
0.567,125.02,0.845,pop,-8.118,0.793,0.0956,79,205680
0.669,122.669,0.834,pop,-5.582,0.547,0.0637,79,267080
0.864,110.009,0.768,pop,-6.149,0.891,0.0324,79,173027
0.761,128.046,0.722,pop,-4.46,0.624,0.0475,79,201493
0.834,95.053,0.751,pop,-5.444,0.894,0.0437,79,211160
0.501,144.438,0.5,pop,-8.284,0.623,0.0376,79,153800
0.739,118.99,0.822,pop,-4.541,0.745,0.0311,79,241933
0.857,128.024,0.414,pop,-4.078,0.348,0.0808,79,212960
0.574,125.18,0.613,pop,-7.961,0.755,0.467,78,209107
0.491,119.528,0.749,pop,-9.655,0.536,0.0403,78,292613
0.84,129.042,0.612,pop,-3.145,0.438,0.0509,78,212862
0.815,123.063,0.636,pop,-5.098,0.636,0.0581,78,219043
0.714,100.972,0.892,pop,-6.055,0.817,0.141,78,267267
0.814,124.921,0.707,pop,-4.509,0.717,0.0577,78,238627
0.917,132.975,0.652,pop,-6.72,0.459,0.0548,78,239027
0.844,131.459,0.729,pop,-8.824,0.777,0.0344,78,275440
0.563,126.007,0.766,pop,-7.516,0.964,0.0339,78,230640
0.6,125.04,0.951,pop,-4.675,0.822,0.0685,78,218573
0.726,121.981,0.503,pop,-5.456,0.529,0.167,78,255632
0.736,127.999,0.579,pop,-3.863,0.613,0.0527,78,230613
0.777,130.003,0.73,pop,-5.194,0.575,0.0496,78,284867
0.783,105.39,0.554,pop,-5.852,0.813,0.0457,78,162467
0.551,92.887,0.911,pop,-3.75,0.969,0.045,78,265867
0.8,160.078,0.647,pop,-5.384,0.942,0.165,78,219200
0.64,99.017,0.779,pop,-8.415,0.499,0.159,78,246960
0.808,126.041,0.72,pop,-5.627,0.869,0.0379,77,307154
0.625,93.764,0.798,pop,-9.689,0.858,0.0548,77,211213
0.86,127.075,0.608,pop,-5.324,0.437,0.0554,77,232947
0.811,116.047,0.794,pop,-8.966,0.862,0.038,77,248413
0.889,126.04,0.584,pop,-5.941,0.464,0.0343,77,199907
0.654,117.046,0.92,pop,-3.051,0.847,0.0401,77,293827
0.758,135.956,0.673,pop,-3.632,0.542,0.158,77,229507
0.716,94.379,0.535,pop,-5.025,0.901,0.0431,77,175173
0.77,99.165,0.646,pop,-6.596,0.681,0.226,77,236133
0.927,123.962,0.631,pop,-2.787,0.465,0.0332,77,222160
0.922,146.078,0.641,pop,-4.457,0.847,0.0786,76,258343
0.716,125.006,0.747,pop,-2.457,0.751,0.0751,76,210627
0.646,88.634,0.867,pop,-4.674,0.67,0.288,76,304600
0.87,109.901,0.597,pop,-11.97,0.944,0.0371,76,238733
0.869,127.966,0.616,pop,-3.911,0.473,0.0327,76,234560
0.855,120.05,0.67,pop,-3.035,0.648,0.0499,77,227280
0.748,137.547,0.749,pop,-7.011,0.827,0.0323,76,213267
0.738,117.656,0.731,pop,-8.125,0.958,0.0377,76,236920
0.83,113.03,0.666,pop,-5.715,0.702,0.0751,76,236002
0.756,131.715,0.802,pop,-10.791,0.963,0.0349,76,288293
0.915,126.094,0.544,pop,-3.405,0.51,0.0841,76,184280
0.86,93.989,0.737,pop,-2.652,0.656,0.0593,76,193227
0.851,126.885,0.722,pop,-3.873,0.452,0.0639,76,197936
0.809,98.007,0.723,pop,-3.081,0.274,0.0625,76,176561
0.89,128.011,0.706,pop,-4.444,0.684,0.0688,76,248133
0.593,119.958,0.79,pop,-9.204,0.72,0.0776,75,206067
0.766,127.975,0.735,pop,-4.485,0.6,0.0383,75,215227
0.835,129.981,0.572,pop,-6.219,0.795,0.0317,75,241600
0.872,126.05,0.56,pop,-4.269,0.682,0.14,75,205933
0.751,91.031,0.706,pop,-6.323,0.195,0.0708,75,182307
0.702,129.948,0.686,pop,-5.325,0.29,0.0455,75,214840
0.861,128.99,0.704,pop,-4.221,0.636,0.0493,75,213394
0.655,122.49,0.572,pop,-7.027,0.392,0.0344,75,237053
0.7,101.875,0.85,pop,-6.49,0.724,0.0478,75,291782
0.807,174.06,0.622,pop,-6.752,0.892,0.408,75,220293
0.697,122.746,0.613,pop,-8.618,0.476,0.133,74,320357
0.648,125.035,0.869,pop,-8.698,0.9,0.0633,75,339320
0.843,117.662,0.529,pop,-6.908,0.188,0.0616,74,310333
0.832,107.657,0.794,pop,-4.862,0.871,0.0407,74,196160
0.954,128.016,0.627,pop,-4.804,0.312,0.0425,74,223112
0.853,108.016,0.731,pop,-4.219,0.605,0.0363,74,225360
0.842,111.038,0.625,pop,-5.285,0.26,0.0376,74,342680
0.842,132.032,0.706,pop,-3.956,0.861,0.0417,74,220227
0.928,172.656,0.614,pop,-4.806,0.879,0.0516,74,200560
0.741,107.075,0.956,pop,-4.753,0.911,0.124,74,228240
0.675,107.064,0.684,pop,-8.123,0.924,0.0257,74,243933
0.879,129.991,0.812,pop,-10.998,0.962,0.0397,74,197960
0.711,110.621,0.975,pop,-3.904,0.815,0.0632,74,234027
0.772,128.168,0.766,pop,-9.362,0.919,0.0353,74,220893
0.535,103.644,0.707,pop,-19.793,0.641,0.0436,74,92867
0.833,95.487,0.715,pop,-5.379,0.612,0.108,73,213093
0.821,118.881,0.878,pop,-9.875,0.947,0.089,73,365467
0.862,128.036,0.498,pop,-6.02,0.469,0.0588,73,192294
0.857,119.975,0.56,pop,-4.145,0.432,0.0384,73,215360
0.495,104.409,0.737,pop,-13.489,0.967,0.027,73,197147
0.699,122.987,0.811,pop,-5.211,0.733,0.114,73,214789
0.954,178.043,0.425,pop,-3.756,0.933,0.0476,73,243160
0.599,119.993,0.853,pop,-4.756,0.843,0.0411,73,263827
0.931,113.026,0.753,pop,-4.922,0.767,0.0653,73,189693
0.837,126.342,0.597,pop,-6.518,0.447,0.375,73,171360
0.713,115.443,0.784,pop,-6.865,0.97,0.0339,73,220560
0.985,127.99,0.801,pop,-2.69,0.72,0.0647,72,166933
0.271,111.485,0.898,pop,-12.238,0.742,0.091,73,226240
0.876,129.884,0.666,pop,-3.078,0.552,0.0414,72,194840
0.76,129.996,0.702,pop,-3.174,0.696,0.0684,72,179640
0.81,126.052,0.572,pop,-5.791,0.11,0.0558,72,214912
0.781,119.977,0.751,pop,-3.724,0.814,0.0862,72,202613
0.952,122.093,0.398,pop,-6.042,0.584,0.061,72,278680
0.534,108.17,0.877,pop,-6.178,0.89,0.15,72,197560
0.838,100.021,0.832,pop,-5.414,0.965,0.0421,72,218733
0.868,131.468,0.704,pop,-5.808,0.808,0.0315,72,188133
0.662,124.149,0.729,pop,-7.191,0.359,0.337,72,260907
0.937,132.067,0.727,pop,-2.871,0.749,0.286,72,219493
0.736,130.011,0.75,pop,-4.168,0.355,0.155,72,262147
0.859,124.948,0.733,pop,-5.03,0.52,0.033,71,147840
0.786,96.987,0.808,pop,-6.897,0.899,0.0447,71,191240
0.63,120.016,0.875,pop,-3.475,0.548,0.0994,71,272080
0.517,133.149,0.867,pop,-13.22,0.862,0.088,71,257360
0.907,140.982,0.518,pop,-3.732,0.961,0.0343,71,179013
0.936,131.986,0.729,pop,-7.536,0.598,0.0776,71,194000
0.828,123.907,0.587,pop,-5.108,0.493,0.161,71,260253
0.763,101.965,0.72,pop,-4.068,0.742,0.0523,70,251088
0.748,125.896,0.503,pop,-4.124,0.356,0.0619,70,210013
0.573,107.363,0.684,pop,-12.3,0.716,0.0261,70,378947
0.805,127.808,0.69,pop,-11.522,0.799,0.0336,70,264280
0.732,146.005,0.583,pop,-5.729,0.277,0.0459,70,213428
0.792,116.012,0.979,pop,-2.784,0.583,0.0388,70,254467
0.556,138.978,0.531,pop,-6.245,0.156,0.0252,82,132160
0.663,146.053,0.634,pop,-6.818,0.6,0.0331,80,177533
0.394,96.192,0.421,pop,-8.312,0.399,0.0277,78,211000
0.546,104.996,0.742,pop,-7.694,0.868,0.0315,78,260520
0.486,163.9,0.687,pop,-8.673,0.792,0.0579,76,224726
0.529,75.515,0.551,pop,-10.469,0.521,0.0517,80,182307
0.0867,129.989,0.696,pop,-25.203,0.349,0.0418,73,98750
0.351,87.057,0.665,pop,-9.424,0.451,0.0276,71,126120
0.585,102.331,0.75,pop,-7.576,0.584,0.0285,73,159595
0.286,71.123,0.587,pop,-8.839,0.302,0.0315,71,224680
0.382,155.901,0.541,pop,-14.323,0.343,0.035,73,204991
0.864,105.143,0.556,rock,-5.87,0.4,0.0584,88,216880
0.872,184.115,0.466,rock,-3.344,0.806,0.0336,89,190428
0.62,117.038,0.741,rock,-5.505,0.934,0.0412,79,251424
0.568,107.849,0.614,rock,-5.477,0.516,0.0276,77,293960
0.532,85.03,0.548,rock,-7.596,0.405,0.0323,84,272394
0.767,96.483,0.592,rock,-2.788,0.328,0.027,81,329733
0.715,155.925,0.315,rock,-8.072,0.497,0.0362,87,289533
0.713,74.989,0.645,rock,-5.355,0.566,0.0393,80,214507
0.795,123.229,0.458,rock,-3.265,0.513,0.0574,81,255373
0.935,120.092,0.627,rock,-4.882,0.287,0.0324,81,205227
0.87,164.057,0.28,rock,-4.219,0.284,0.0592,71,261960
0.865,100.016,0.58,rock,-4.359,0.587,0.0313,74,196133
0.941,119.783,0.502,rock,-5.194,0.124,0.0716,75,219987
0.972,110.006,0.585,rock,-4.45,0.585,0.0534,76,230253
0.881,158.066,0.413,rock,-5.541,0.364,0.0367,81,250547
0.808,117.971,0.493,rock,-3.365,0.38,0.0362,70,268613
0.742,159.779,0.268,rock,-4.939,0.416,0.0355,74,321093
0.839,94.015,0.517,rock,-3.521,0.416,0.0287,73,215880
0.637,80.401,0.514,rock,-6.418,0.18,0.0363,71,209307
0.796,169.835,0.289,rock,-4.22,0.33,0.0494,74,238680
0.717,88.969,0.595,rock,-4.803,0.547,0.0295,82,215907
0.442,81.201,0.513,rock,-13.529,0.243,0.0343,72,229227
0.911,108,0.615,rock,-3.584,0.685,0.0278,74,205400
0.938,91.455,0.618,rock,-3.442,0.875,0.0456,81,269000
0.684,77.15,0.36,rock,-6.457,0.2,0.0308,73,342653
0.901,113.967,0.621,rock,-5.396,0.744,0.0302,74,300773
0.595,129.786,0.519,rock,-5.001,0.237,0.0283,68,247067
0.849,156.036,0.636,rock,-7.075,0.917,0.106,76,175493
0.9,104.655,0.427,rock,-3.674,0.599,0.0499,77,334667
0.921,120,0.668,rock,-3.727,0.782,0.0439,78,212440
0.944,105.338,0.394,rock,-6.506,0.265,0.0761,77,292581
0.652,173.008,0.274,rock,-6.196,0.1,0.0625,70,288036
0.905,128.019,0.602,rock,-4.046,0.411,0.0775,75,304840
0.715,137.028,0.276,rock,-5.356,0.173,0.0432,76,230760
0.913,96.184,0.556,rock,-2.36,0.73,0.0437,77,282160
0.839,143.969,0.572,rock,-5.083,0.465,0.0377,73,196784
0.588,144.636,0.424,rock,-5.455,0.193,0.0278,74,226680
0.939,106.031,0.644,rock,-3.486,0.861,0.0456,74,208107
0.486,119.955,0.556,rock,-7.139,0.243,0.0329,68,236533
0.842,100.127,0.297,rock,-7.457,0.586,0.0488,72,206773
0.796,105.991,0.6,rock,-4.481,0.75,0.0275,71,257920
0.663,104.561,0.277,rock,-8.821,0.527,0.0377,80,237027
0.645,89.518,0.552,rock,-6.595,0.588,0.0268,68,299733
0.584,170.411,0.509,rock,-4.907,0.685,0.057,69,278747
0.94,151.417,0.437,rock,-6.946,0.48,0.0426,73,212013
0.97,122.444,0.451,rock,-4.938,0.198,0.107,74,216933
0.945,91.906,0.51,rock,-5.405,0.323,0.0804,79,183584
0.862,98.021,0.511,rock,-5.677,0.361,0.0659,69,221451
0.812,82.002,0.417,rock,-3.979,0.419,0.0332,69,230053
0.872,184.115,0.466,rock,-3.344,0.806,0.0336,79,190428
0.866,109.825,0.308,metal,-5.671,0.227,0.059,69,438120
0.964,140.817,0.445,metal,-5.493,0.448,0.282,68,414720
0.908,114.816,0.415,metal,-9.701,0.437,0.0765,71,243533
0.836,105.173,0.543,metal,-9.11,0.56,0.0353,75,515387
0.908,159.756,0.285,metal,-4.601,0.669,0.0705,71,252733
0.704,118.242,0.43,metal,-8.008,0.703,0.0804,73,315120
0.934,127.066,0.417,metal,-3.908,0.287,0.119,83,210240
0.891,92.049,0.283,metal,-8.165,0.226,0.178,68,258267
0.695,102.178,0.437,metal,-9.447,0.413,0.0617,72,447440
0.763,148.366,0.365,metal,-9.45,0.342,0.0591,69,204867
0.908,114.816,0.415,metal,-9.701,0.437,0.0765,71,243533
0.982,143.772,0.354,metal,-3.026,0.194,0.168,80,252613
0.828,123.257,0.577,metal,-8.691,0.604,0.0298,79,331267
0.916,118.004,0.58,metal,-4.358,0.683,0.0387,75,305907
0.898,103.299,0.353,metal,-5.877,0.525,0.052,77,255733
0.963,125.033,0.59,metal,-6.489,0.586,0.0676,77,222827
0.949,129.984,0.554,metal,-4.928,0.233,0.0787,70,374453
0.781,71.841,0.443,metal,-4.277,0.372,0.0377,77,214760
0.714,107.441,0.567,metal,-8.512,0.191,0.0302,68,403533
0.776,77.987,0.585,punk,-5.898,0.427,0.0459,81,244507
0.954,143.85,0.465,punk,-4.251,0.458,0.044,70,193653
0.849,162.152,0.643,punk,-5.428,0.903,0.0526,80,165853
0.691,100.008,0.718,punk,-6.44,0.552,0.0387,69,213107
0.887,119.974,0.606,punk,-4.404,0.903,0.0598,69,193000
0.75,118.015,0.774,punk,-4.927,0.927,0.0412,72,197987
0.906,172.977,0.517,punk,-3.677,0.731,0.0735,73,211520
0.883,93.41,0.45,punk,-4.094,0.328,0.0524,69,214707
0.9,149.937,0.487,punk,-4.417,0.484,0.0482,77,204000
0.406,151.95,0.457,punk,-7.462,0.208,0.0291,73,223067
0.936,170.229,0.414,punk,-2.407,0.74,0.0758,70,242413
0.939,177.751,0.494,punk,-3.127,0.893,0.126,75,175093
0.893,104.031,0.61,punk,-3.681,0.673,0.0921,71,296520
0.923,136.01,0.602,punk,-3.763,0.765,0.044,78,216013
0.83,170.094,0.569,punk,-4.106,0.609,0.14,72,186635
0.897,148.708,0.434,punk,-4.918,0.685,0.0488,81,167067
0.814,104.98,0.546,punk,-5.146,0.146,0.0314,77,285653
0.943,94.612,0.331,punk,-3.188,0.296,0.0698,83,235893
0.926,149.976,0.578,punk,-3.689,0.877,0.0548,71,220707
0.781,110.024,0.655,punk,-6.547,0.584,0.034,75,227240
0.682,167.06,0.496,punk,-4.095,0.474,0.0294,70,262333
0.988,186.113,0.38,punk,-2.042,0.769,0.0639,79,176346
0.823,87.904,0.693,punk,-3.761,0.741,0.0726,68,196093
0.563,137.715,0.452,punk,-6.607,0.209,0.0272,74,267653
0.744,119.921,0.628,punk,-4.718,0.277,0.0379,68,169397
0.946,103.408,0.494,punk,-2.757,0.741,0.0637,74,169027
0.904,173.734,0.486,punk,-3.751,0.786,0.0638,71,198267
0.932,92.956,0.545,punk,-2.189,0.464,0.0399,75,192000
0.873,143.519,0.308,punk,-4.542,0.686,0.0533,68,206587
0.892,154.844,0.46,punk,-5.046,0.59,0.0619,77,203507
0.857,111.647,0.463,punk,-3.063,0.856,0.0632,79,161920
0.914,196.482,0.403,punk,-5.215,0.626,0.142,73,178267
0.951,157.663,0.391,punk,-7.419,0.468,0.0688,77,148360
0.705,138.559,0.818,punk,-6.679,0.772,0.177,84,222640
0.94,179.722,0.21,punk,-3.427,0.255,0.123,74,186480
0.87,164.057,0.28,punk,-4.219,0.284,0.0592,71,261960
0.818,119.965,0.695,punk,-5.379,0.916,0.0334,73,182693
0.96,125.921,0.356,punk,-3.487,0.0857,0.104,76,204733
0.883,122.252,0.467,punk,-3.679,0.309,0.106,72,299227
0.986,165.981,0.411,punk,-2.522,0.649,0.0583,68,205960
0.796,169.835,0.289,punk,-4.22,0.33,0.0494,74,238680
0.886,145.781,0.202,punk,-3.805,0.192,0.0816,70,194253
0.928,95.594,0.579,punk,-4.344,0.882,0.0411,74,171533
0.842,162.011,0.494,punk,-4.784,0.574,0.0843,76,229093
0.961,114.451,0.621,punk,-3.198,0.449,0.154,75,180267
0.959,193.144,0.409,punk,-4.563,0.83,0.0869,69,171600
0.827,167.086,0.29,punk,-3.451,0.45,0.0362,69,493400
0.775,136.02,0.52,punk,-5.803,0.383,0.0348,71,249627
0.965,112.363,0.403,punk,-2.238,0.431,0.0964,75,236293
0.925,159.989,0.472,punk,-3.545,0.338,0.15,68,267867
0.422,112.751,0.756,blues,-12.967,0.487,0.0292,72,304133
0.214,67.531,0.332,blues,-12.518,0.11,0.0349,75,271093
0.498,116.262,0.581,blues,-6.9,0.111,0.0276,74,206360
0.428,149.705,0.641,blues,-9.29,0.53,0.024,70,351467
0.519,140.054,0.546,blues,-9.072,0.247,0.0291,71,342400
0.652,80.61,0.52,blues,-6.655,0.722,0.0274,77,258787
0.402,119.873,0.651,blues,-9.303,0.258,0.028,68,345600
0.317,131.783,0.509,blues,-16.063,0.247,0.0305,69,192067
0.381,121.948,0.476,blues,-10.238,0.33,0.0342,70,286920
0.264,99.304,0.636,blues,-14.567,0.264,0.0263,68,238467
0.249,82.803,0.418,blues,-13.744,0.213,0.0301,71,218547
0.74,118.01,0.593,blues,-6.12,0.501,0.0339,69,208107
0.64,101.991,0.691,blues,-5.087,0.452,0.0384,69,210227
0.533,131.745,0.584,blues,-7.11,0.224,0.0305,71,288427
0.65,129.993,0.727,blues,-5.357,0.668,0.0337,70,254533
0.588,94.519,0.686,blues,-8.343,0.617,0.0554,75,249120
0.72,79.983,0.508,blues,-5.908,0.472,0.0628,71,261640
0.612,86.768,0.536,blues,-5.847,0.57,0.272,71,229040
0.438,87.903,0.384,blues,-9.149,0.287,0.0362,72,456867
0.467,119.919,0.615,blues,-9.883,0.177,0.0327,74,273667
0.825,94.931,0.56,blues,-3.862,0.268,0.0379,75,237493
0.602,94.382,0.805,blues,-9.7,0.744,0.0579,73,238600
0.512,128.019,0.634,blues,-8.651,0.193,0.0285,68,331240
0.479,81.998,0.675,blues,-9.87,0.454,0.0278,75,209493
0.678,138.009,0.713,blues,-3.525,0.734,0.102,78,271333
0.859,65.043,0.728,blues,-5.237,0.535,0.137,81,214240
0.629,93.985,0.657,blues,-4.938,0.726,0.0782,69,266893
0.467,138.007,0.845,blues,-7.674,0.702,0.138,68,211200
0.621,140.036,0.583,blues,-6.902,0.399,0.0479,70,323480
