energy,tempo,danceability,playlist_genre,loudness,valence,speechiness,track_popularity,duration_ms
0.721,169.904,0.62,r&b,-5.538,0.77,0.0887,77,150361
0.467,138.007,0.845,r&b,-7.674,0.702,0.138,68,211200
0.635,103.019,0.617,electronic,-6.769,0.446,0.0317,86,247160
0.939,129.024,0.671,electronic,-3.206,0.53,0.161,84,252307
0.715,199.892,0.475,electronic,-5.371,0.159,0.058,83,205947
0.823,128.035,0.646,electronic,-4.123,0.418,0.0394,82,227267
0.835,125.983,0.527,electronic,-5.298,0.654,0.0433,82,176658
0.751,117.948,0.88,electronic,-4.258,0.884,0.0874,80,157606
0.685,118.02,0.782,electronic,-6.237,0.603,0.0309,80,180566
0.524,95.01,0.748,electronic,-5.599,0.661,0.0338,84,244960
0.627,179.642,0.468,electronic,-5.085,0.159,0.0476,80,212107
0.856,127.949,0.596,electronic,-3.556,0.743,0.0346,81,222533
0.77,125.905,0.694,electronic,-5.335,0.163,0.149,80,184560
0.963,129.992,0.581,electronic,-4.087,0.788,0.0981,82,204160
0.787,126.062,0.604,electronic,-3.674,0.301,0.103,80,245040
0.714,101.969,0.664,electronic,-6.645,0.71,0.111,79,197933
0.815,123.063,0.636,electronic,-5.098,0.636,0.0581,78,219043
0.736,127.999,0.579,electronic,-3.863,0.613,0.0527,78,230613
0.777,130.003,0.73,electronic,-5.194,0.575,0.0496,78,284867
0.869,159.805,0.533,electronic,-5.093,0.425,0.173,80,208373
0.857,128.024,0.414,electronic,-4.078,0.348,0.0808,79,212960
0.86,127.075,0.608,electronic,-5.324,0.437,0.0554,77,232947
0.811,116.047,0.794,electronic,-8.966,0.862,0.038,77,248413
0.741,123.077,0.646,electronic,-4.973,0.571,0.034,77,203000
0.519,133.99,0.501,electronic,-5.88,0.168,0.0409,77,195707
0.717,121.985,0.793,electronic,-4.759,0.466,0.0393,76,195547
0.685,130.039,0.772,electronic,-6.849,0.501,0.0696,76,283400
0.927,123.962,0.631,electronic,-2.787,0.465,0.0332,77,222160
0.593,119.958,0.79,electronic,-9.204,0.72,0.0776,75,206067
0.766,127.975,0.735,electronic,-4.485,0.6,0.0383,75,215227
0.51,119.994,0.829,electronic,-9.334,0.45,0.0369,75,208133
0.869,127.966,0.616,electronic,-3.911,0.473,0.0327,76,234560
0.915,126.094,0.544,electronic,-3.405,0.51,0.0841,76,184280
0.741,119.896,0.72,electronic,-6.529,0.357,0.0287,75,198053
0.697,122.746,0.613,electronic,-8.618,0.476,0.133,74,320357
0.634,113.927,0.704,electronic,-7.374,0.411,0.0428,74,271640
0.861,117.965,0.73,electronic,-4.1,0.704,0.0451,74,196613
0.989,126.002,0.621,electronic,-4.225,0.0348,0.0434,74,158095
0.805,126.008,0.506,electronic,-4.119,0.383,0.0469,74,227074
0.695,104.879,0.583,electronic,-5.336,0.224,0.0423,73,220573
0.862,128.036,0.498,electronic,-6.02,0.469,0.0588,73,192294
0.857,119.975,0.56,electronic,-4.145,0.432,0.0384,73,215360
0.781,128,0.509,electronic,-3.48,0.176,0.072,73,271427
0.73,85.979,0.596,electronic,-4.091,0.525,0.151,73,192560
0.568,117.973,0.78,electronic,-6.96,0.459,0.031,73,186147
0.463,121.999,0.778,electronic,-7.603,0.496,0.0389,73,194840
0.774,112.05,0.674,electronic,-7.567,0.33,0.0892,73,176547
0.81,126.052,0.572,electronic,-5.791,0.11,0.0558,72,214912
0.781,119.977,0.751,electronic,-3.724,0.814,0.0862,72,202613
0.586,120.97,0.799,electronic,-6.735,0.549,0.0377,72,227833
0.72,122.031,0.789,electronic,-5.652,0.664,0.218,72,166794
0.62,120.031,0.798,electronic,-7.079,0.235,0.232,72,164000
0.622,102.04,0.69,electronic,-5.025,0.544,0.0622,73,210091
0.736,130.011,0.75,electronic,-4.168,0.355,0.155,72,262147
0.802,100.001,0.713,electronic,-7.055,0.343,0.0561,71,226739
0.906,125.916,0.711,electronic,-2.671,0.824,0.0284,71,157153
0.921,130.072,0.691,electronic,-1.702,0.8,0.0533,71,201000
0.795,121.294,0.956,electronic,-5.311,0.841,0.15,71,429533
0.833,129.885,0.551,electronic,-5.217,0.145,0.03,70,204360
0.817,128.078,0.883,electronic,-5.414,0.595,0.235,70,166849
0.748,125.896,0.503,electronic,-4.124,0.356,0.0619,70,210013
0.392,75.066,0.599,electronic,-6.869,0.26,0.0257,70,282813
0.604,159.92,0.561,soul,-4.409,0.242,0.0337,81,210689
0.473,152.88,0.591,soul,-8.122,0.451,0.0708,70,216524
0.592,157.969,0.521,gaming,-7.777,0.535,0.0304,100,251668
0.507,104.978,0.747,gaming,-10.171,0.438,0.0358,97,210373
0.582,116.712,0.7,gaming,-5.96,0.785,0.0356,94,218424
0.76,103.969,0.701,gaming,-5.478,0.69,0.0285,90,175459
0.604,159.92,0.561,gaming,-4.409,0.242,0.0337,89,210689
0.882,148.038,0.569,gaming,-2.777,0.201,0.06,88,191701
0.601,123.994,0.635,gaming,-6.129,0.332,0.0295,88,172533
0.757,139.982,0.742,gaming,-4.981,0.957,0.0421,88,184841
0.472,101.061,0.898,gaming,-7.001,0.214,0.0776,88,274192
0.583,181.489,0.432,gaming,-4.682,0.544,0.0687,87,161831
0.709,81.012,0.722,gaming,-4.95,0.604,0.0273,86,171292
0.782,119.992,0.727,gaming,-8.529,0.655,0.042,86,177599
0.745,180.098,0.464,gaming,-3.202,0.262,0.161,85,190667
0.586,107.071,0.669,gaming,-6.073,0.579,0.054,88,186365
0.965,128.04,0.561,gaming,-3.673,0.304,0.0343,85,175238
0.544,132.052,0.571,gaming,-10.613,0.216,0.0299,85,132631
0.854,140.515,0.477,gaming,-4.715,0.314,0.275,85,179790
0.471,105.029,0.472,gaming,-5.692,0.219,0.0603,85,180304
0.667,130.019,0.776,gaming,-6.622,0.618,0.0983,85,145219
0.946,151.647,0.599,gaming,-4.263,0.747,0.0447,84,142515
0.855,127.986,0.638,gaming,-4.86,0.731,0.0264,84,178206
0.642,179.974,0.745,gaming,-6.257,0.226,0.287,84,131240
0.829,139.198,0.476,gaming,-3.806,0.505,0.0658,84,133227
0.552,144.941,0.64,gaming,-5.679,0.112,0.129,84,228267
0.453,139.943,0.915,gaming,-4.589,0.287,0.27,84,144000
0.787,119.996,0.704,gaming,-6.751,0.31,0.0462,83,214000
0.618,126.031,0.853,gaming,-10.833,0.32,0.0923,83,145599
0.751,129.994,0.701,gaming,-8.39,0.22,0.0502,83,218005
0.957,126.035,0.804,gaming,-5.452,0.962,0.034,83,151740
0.457,146.04,0.592,gaming,-6.081,0.225,0.0603,82,110886
0.792,100.011,0.687,gaming,-2.749,0.671,0.0452,82,214290
0.676,162.012,0.814,gaming,-4.67,0.312,0.231,83,267707
0.522,89.96,0.755,gaming,-4.368,0.925,0.0575,82,157560
0.622,130.001,0.847,gaming,-6.747,0.22,0.0903,82,125040
0.668,90.969,0.646,gaming,-5.203,0.64,0.0282,82,148318
0.733,172.09,0.625,gaming,-8.757,0.244,0.0488,81,270698
0.642,83.389,0.463,gaming,-4.474,0.339,0.34,82,189893
0.761,129.963,0.634,gaming,-4.752,0.785,0.0472,81,168454
0.537,128.009,0.921,gaming,-5.723,0.711,0.0804,81,135090
0.745,165.995,0.808,gaming,-5.26,0.829,0.342,81,210800
0.741,120.064,0.771,gaming,-7.132,0.19,0.0374,81,152250
0.727,130.035,0.887,gaming,-4.318,0.932,0.135,82,90760
0.95,150.019,0.673,gaming,-5.149,0.563,0.0488,81,140000
0.62,120.042,0.857,gaming,-8.13,0.796,0.0472,81,133805
0.887,127.003,0.936,gaming,-2.76,0.889,0.0683,81,227239
0.646,115.842,0.645,gaming,-8.334,0.295,0.0427,81,228639
0.586,116.971,0.896,gaming,-6.687,0.642,0.0559,81,196653
0.558,104.983,0.943,gaming,-4.911,0.606,0.0568,81,138411
0.75,155.096,0.732,gaming,-6.366,0.401,0.231,81,182707
0.764,140.113,0.882,gaming,-5.241,0.886,0.204,81,140733
0.632,121.031,0.762,gaming,-8.312,0.282,0.085,81,149067
0.512,80.511,0.829,gaming,-5.865,0.638,0.187,80,123987
0.716,91.007,0.701,gaming,-3.671,0.732,0.0361,80,140533
0.773,129.923,0.681,gaming,-4.706,0.504,0.0345,80,107077
0.673,165.921,0.529,gaming,-4.711,0.366,0.175,80,218365
0.583,116.624,0.709,gaming,-5.298,0.533,0.204,79,182667
0.797,122.011,0.702,gaming,-6.635,0.0356,0.0557,79,208525
0.681,139.057,0.918,gaming,-4.705,0.706,0.201,79,229133
0.753,127.926,0.671,gaming,-6.045,0.543,0.0298,79,207168
0.761,146.003,0.62,gaming,-7.282,0.194,0.175,79,209483
0.452,90.026,0.904,gaming,-7.272,0.613,0.132,78,130944
0.512,96.02,0.803,gaming,-6.871,0.435,0.066,78,161342
0.643,139.948,0.831,gaming,-5.002,0.142,0.11,78,383639
0.567,75.965,0.574,gaming,-7.126,0.526,0.465,78,229938
0.593,120.509,0.565,gaming,-5.864,0.429,0.0883,78,157974
0.83,75.023,0.767,gaming,-8.78,0.187,0.206,77,139300
0.523,169.982,0.628,gaming,-8.307,0.416,0.0946,77,172965
0.934,88.009,0.777,gaming,-0.959,0.637,0.254,77,166449
0.927,109.952,0.755,gaming,0.254,0.702,0.0645,77,115348
0.62,117.038,0.741,gaming,-5.505,0.934,0.0412,77,251424
0.64,130.051,0.537,gaming,-10.441,0.222,0.104,77,103495
0.963,130.028,0.817,gaming,-3.318,0.502,0.0353,77,75692
0.556,99.974,0.864,gaming,-7.683,0.726,0.194,77,230480
0.803,130.028,0.877,gaming,-3.195,0.795,0.0507,77,61673
0.573,140.04,0.911,gaming,-7.43,0.972,0.288,77,97393
0.629,130.017,0.848,gaming,-6.198,0.586,0.0424,77,153519
0.777,108.005,0.58,gaming,-5.69,0.589,0.0655,76,178273
0.539,158.105,0.65,gaming,-7.281,0.253,0.0561,76,121399
0.672,136.902,0.673,gaming,-8.577,0.14,0.224,76,260111
0.818,125.952,0.687,gaming,-4.221,0.886,0.0778,76,165753
0.687,123.01,0.755,gaming,-6.247,0.381,0.101,76,265360
0.919,151.221,0.83,gaming,-2.12,0.848,0.145,76,96947
0.738,130,0.593,gaming,-2.956,0.591,0.0351,75,134785
0.81,150.251,0.613,gaming,-6.16,0.686,0.488,75,116104
0.967,149.036,0.628,gaming,-4.068,0.399,0.0485,75,151589
0.897,129.975,0.686,gaming,-7.18,0.355,0.0386,75,163139
0.793,120.003,0.696,gaming,-5.733,0.698,0.097,75,172253
0.781,128.001,0.805,gaming,-7.225,0.818,0.0434,74,220000
0.848,135.048,0.721,gaming,-3.371,0.774,0.0266,74,129800
0.742,114.071,0.773,gaming,-3.678,0.571,0.046,74,165265
0.527,77.499,0.824,gaming,-5.506,0.212,0.118,74,155391
0.655,163.997,0.475,gaming,-7.342,0.245,0.33,74,247444
0.895,125.985,0.762,gaming,-4.562,0.757,0.0734,73,182857
0.915,154.964,0.737,gaming,-2.749,0.304,0.0412,73,86710
0.85,106.036,0.815,gaming,-4.704,0.694,0.113,73,133707
0.546,118.051,0.76,gaming,-13.092,0.113,0.0616,73,170847
0.86,146.441,0.585,gaming,-5.274,0.607,0.116,73,102557
0.636,75.486,0.654,gaming,-6.904,0.267,0.0845,73,140107
0.765,145.988,0.588,gaming,-5.914,0.492,0.0518,73,220878
0.758,165.409,0.681,gaming,-6.524,0.331,0.188,73,220584
0.683,145.379,0.501,afrobeats,-7.881,0.623,0.211,71,161379
0.819,110.14,0.726,afrobeats,-7.094,0.636,0.106,70,141818
0.529,112.014,0.782,afrobeats,-8.626,0.44,0.0592,69,156429
0.634,101.837,0.502,afrobeats,-3.367,0.645,0.144,72,219628
0.841,147.989,0.754,afrobeats,-4.563,0.838,0.0921,68,137684
0.814,93.482,0.683,afrobeats,-3.505,0.758,0.0466,78,156826
0.792,113.981,0.749,afrobeats,-4.621,0.903,0.0402,76,172632
0.705,197.98,0.374,afrobeats,-8.37,0.718,0.145,68,193567
0.648,93.2,0.737,afrobeats,-5.493,0.746,0.138,77,259354
0.719,113.012,0.897,afrobeats,-7.164,0.546,0.157,71,157756
0.52,95.865,0.578,afrobeats,-8.399,0.425,0.151,68,154579
0.651,67.813,0.49,afrobeats,-6.259,0.567,0.138,68,180594
0.935,166.008,0.574,j-pop,-2.783,0.836,0.0926,72,213234
0.941,101.921,0.577,j-pop,-5.17,0.292,0.105,72,193495
0.794,149.923,0.531,j-pop,-4.363,0.775,0.0964,77,288200
0.898,151.99,0.479,j-pop,-4.809,0.639,0.169,71,196467
0.822,157.013,0.853,j-pop,-6.836,0.746,0.246,80,168136
0.905,141.131,0.545,j-pop,-3.823,0.735,0.0684,73,243027
0.571,101.955,0.695,j-pop,-6.249,0.726,0.111,70,270705
0.811,139.959,0.693,j-pop,-5.765,0.944,0.0313,69,153626
0.808,115.063,0.576,j-pop,-4.241,0.172,0.0407,68,123293
0.951,169.955,0.436,j-pop,-4.748,0.428,0.202,68,223320
0.514,82.05,0.829,j-pop,-5.333,0.757,0.0531,68,226558
0.836,105.173,0.543,metal,-9.11,0.56,0.0353,75,515387
0.908,159.756,0.285,metal,-4.601,0.669,0.0705,71,252733
0.704,118.242,0.43,metal,-8.008,0.703,0.0804,73,315120
0.934,127.066,0.417,metal,-3.908,0.287,0.119,83,210240
0.891,92.049,0.283,metal,-8.165,0.226,0.178,68,258267
0.695,102.178,0.437,metal,-9.447,0.413,0.0617,72,447440
0.763,148.366,0.365,metal,-9.45,0.342,0.0591,69,204867
0.908,114.816,0.415,metal,-9.701,0.437,0.0765,71,243533
0.982,143.772,0.354,metal,-3.026,0.194,0.168,80,252613
0.828,123.257,0.577,metal,-8.691,0.604,0.0298,79,331267
0.916,118.004,0.58,metal,-4.358,0.683,0.0387,75,305907
0.898,103.299,0.353,metal,-5.877,0.525,0.052,77,255733
0.963,125.033,0.59,metal,-6.489,0.586,0.0676,77,222827
0.949,129.984,0.554,metal,-4.928,0.233,0.0787,70,374453
0.781,71.841,0.443,metal,-4.277,0.372,0.0377,77,214760
0.714,107.441,0.567,metal,-8.512,0.191,0.0302,68,403533
0.821,94.895,0.669,hip-hop,-4.37,0.684,0.29,76,237573
0.72,103.314,0.916,reggae,-8.548,0.761,0.1,79,237000
0.661,76.71,0.836,reggae,-6.502,0.753,0.338,68,213200
0.733,95.107,0.883,reggae,-9.153,0.946,0.128,68,245000
0.463,124.084,0.929,reggae,-8.651,0.755,0.308,70,255840
0.775,93.431,0.816,hip-hop,-3.323,0.527,0.234,81,270587
0.697,93.941,0.901,hip-hop,-3.439,0.67,0.28,78,229827
0.505,99.935,0.535,hip-hop,-8.926,0.495,0.245,74,320267
0.63,95,0.874,hip-hop,-3.585,0.717,0.298,74,281600
0.786,93.857,0.763,hip-hop,-6.472,0.504,0.229,74,325507
0.706,174.039,0.584,hip-hop,-7.899,0.579,0.366,73,253533
0.62,94.121,0.9,hip-hop,-6.518,0.867,0.312,72,236800
0.818,96.063,0.889,hip-hop,-4.639,0.782,0.253,73,302760
0.821,94.895,0.669,hip-hop,-4.37,0.684,0.29,76,237573
0.514,181.033,0.512,hip-hop,-11.562,0.565,0.387,72,252027
0.611,102.304,0.897,hip-hop,-10.489,0.769,0.211,70,208267
0.734,97.044,0.918,hip-hop,-2.832,0.608,0.269,70,230693
0.91,84.099,0.665,hip-hop,-4.682,0.887,0.223,70,293973
0.735,101.368,0.934,hip-hop,-6.668,0.768,0.251,69,273107
0.54,84.115,0.773,hip-hop,-7.123,0.322,0.103,68,280000
0.703,94.828,0.813,hip-hop,-5.077,0.241,0.268,68,224533
0.884,104.536,0.845,hip-hop,-4.506,0.904,0.0759,72,257400
0.666,96.662,0.848,hip-hop,-6.547,0.744,0.274,68,251573
0.732,172.329,0.598,hip-hop,-7.013,0.595,0.425,68,262507
0.767,127.361,0.532,rock,-5.509,0.755,0.0574,81,210173
0.795,112.067,0.645,rock,-12.095,0.535,0.0527,85,251489
0.802,119.25,0.491,rock,-7.106,0.472,0.0392,72,248907
0.373,92.718,0.671,rock,-18.064,0.732,0.0323,83,295893
0.7,188.386,0.31,rock,-5.678,0.763,0.047,83,255493
0.942,148.723,0.527,rock,-5.64,0.495,0.0366,82,241307
0.959,122.805,0.541,rock,-2.947,0.812,0.0505,81,222707
0.834,139.13,0.509,rock,-6.205,0.774,0.0386,80,216053
0.836,113.375,0.743,rock,-6.465,0.82,0.116,80,188987
0.712,113.805,0.671,rock,-7.815,0.462,0.0476,79,248440
0.716,94.379,0.535,rock,-5.025,0.901,0.0431,77,175173
0.932,122.431,0.631,rock,-4.142,0.971,0.0354,76,213067
0.835,129.981,0.572,rock,-6.219,0.795,0.0317,75,241600
0.449,84.383,0.623,rock,-13.333,0.573,0.0253,75,256000
0.843,117.662,0.529,rock,-6.908,0.188,0.0616,74,310333
0.873,106.767,0.389,rock,-4.768,0.303,0.0475,73,312293
0.768,81.909,0.558,rock,-9.997,0.429,0.0343,73,260573
0.549,176.941,0.516,rock,-13.741,0.907,0.0373,73,288733
0.758,112.113,0.489,rock,-6.491,0.435,0.0297,72,371413
0.952,122.093,0.398,rock,-6.042,0.584,0.061,72,278680
0.478,114.02,0.766,rock,-13.487,0.965,0.0329,73,178360
0.953,84.989,0.267,rock,-4.899,0.568,0.096,72,267307
0.803,150.036,0.253,rock,-3.977,0.258,0.0392,72,308667
0.978,141.167,0.526,rock,-5.436,0.451,0.108,72,210227
0.811,126.59,0.561,rock,-6.157,0.635,0.0265,71,233270
0.872,129.885,0.797,rock,-6.727,0.866,0.0575,71,222427
0.908,159.756,0.285,rock,-4.601,0.669,0.0705,71,252733
0.528,109.975,0.932,rock,-6.472,0.757,0.161,71,214653
0.812,127.568,0.691,rock,-7.772,0.685,0.0558,71,220627
0.93,190.818,0.398,rock,-6.76,0.725,0.0615,71,408173
0.942,97.909,0.511,rock,-10.407,0.498,0.0429,71,393667
0.899,152.445,0.475,rock,-4.321,0.603,0.0637,72,230667
0.96,131.707,0.469,rock,-4.809,0.37,0.0629,70,323453
0.96,117.486,0.574,rock,-4.906,0.978,0.032,70,254733
0.58,127.402,0.741,rock,-9.05,0.944,0.0304,70,171267
0.763,148.366,0.365,rock,-9.45,0.342,0.0591,69,204867
0.804,111.457,0.591,rock,-7.299,0.658,0.0454,69,329413
0.427,119.18,0.753,rock,-11.112,0.295,0.0387,69,255680
0.506,140.309,0.799,rock,-9.414,0.518,0.0606,69,242667
0.737,125.447,0.785,rock,-5.306,0.971,0.0363,69,218960
0.846,107.01,0.659,rock,-5.508,0.659,0.0274,69,354636
0.833,142.663,0.553,rock,-6.667,0.773,0.0347,69,212227
0.858,133.615,0.503,rock,-6.296,0.419,0.0657,68,208653
0.632,140.176,0.531,rock,-5.557,0.294,0.0312,68,260173
0.691,119.96,0.823,hip-hop,-7.322,0.707,0.197,74,188818
0.78,134.937,0.724,hip-hop,-5.407,0.72,0.354,70,170800
0.693,87.973,0.702,hip-hop,-4.941,0.572,0.191,68,233240
0.926,105.969,0.682,k-pop,-2.515,0.86,0.0607,73,162840
0.628,140.053,0.668,k-pop,-4.692,0.568,0.046,83,138213
0.747,120.073,0.745,k-pop,-4.278,0.363,0.0815,72,178880
0.786,91.992,0.695,k-pop,-2.048,0.465,0.0666,74,196467
0.597,170.022,0.77,k-pop,-4.901,0.875,0.223,72,189707
0.782,108.038,0.875,k-pop,-3.905,0.906,0.078,78,167707
0.895,124.994,0.803,k-pop,-2.888,0.757,0.0623,78,219027
0.728,140.041,0.774,k-pop,-5.079,0.461,0.169,78,170357
0.5,101.959,0.871,k-pop,-8.675,0.76,0.103,75,168359
0.774,109.945,0.801,k-pop,-3.604,0.383,0.157,69,188080
0.872,131.016,0.644,k-pop,-1.54,0.378,0.0417,78,214973
0.592,157.969,0.521,pop,-7.777,0.535,0.0304,100,251668
0.783,149.027,0.777,pop,-4.477,0.939,0.26,98,169917
0.507,104.978,0.747,pop,-10.171,0.438,0.0358,97,210373
0.808,108.548,0.554,pop,-4.169,0.372,0.0368,93,166300
0.756,116.034,0.66,pop,-3.743,0.838,0.032,92,170888
0.711,146.921,0.487,pop,-4.22,0.317,0.0322,71,151647
0.413,94.938,0.494,pop,-10.432,0.273,0.0254,93,211979
0.907,112.964,0.674,pop,-4.086,0.721,0.064,93,157280
0.651,112.648,0.694,pop,-6.968,0.471,0.0784,93,225881
0.247,148.101,0.467,pop,-12.002,0.126,0.0431,93,261467
0.776,103.963,0.699,pop,-5.282,0.708,0.0293,88,175459
0.722,119.973,0.769,pop,-5.485,0.57,0.0507,92,256000
0.582,116.712,0.7,pop,-5.96,0.785,0.0356,94,218424
0.563,105.008,0.833,pop,-5.593,0.343,0.204,82,182857
0.627,150.273,0.336,pop,-7.463,0.35,0.0384,87,241107
0.598,107.732,0.733,pop,-8.228,0.935,0.0278,72,265960
0.471,105.029,0.472,pop,-5.692,0.219,0.0603,89,180304
0.668,128.027,0.924,pop,-6.795,0.787,0.0469,93,195824
0.872,184.115,0.466,pop,-3.344,0.806,0.0336,79,190428
0.586,107.015,0.675,pop,-6.086,0.621,0.0531,87,186365
0.406,115.94,0.53,pop,-7.507,0.338,0.033,90,157147
0.369,174.097,0.448,pop,-9.514,0.0998,0.0452,88,208212
0.627,155.865,0.687,pop,-4.975,0.47,0.181,78,206066
0.807,124.053,0.612,pop,-2.81,0.398,0.0336,90,240400
0.417,67.528,0.464,pop,-9.345,0.479,0.0256,90,183956
0.604,159.92,0.561,pop,-4.409,0.242,0.0337,89,210689
0.559,78.558,0.558,pop,-9.222,0.62,0.0959,90,180387
0.661,173.372,0.429,pop,-7.227,0.285,0.0281,89,266773
0.812,80.09,0.505,pop,-3.986,0.664,0.461,88,255916
0.56,134.066,0.853,pop,-4.961,0.86,0.0406,88,206693
0.698,143.994,0.726,pop,-4.165,0.867,0.0431,89,233478
0.727,94.99,0.739,pop,-5.968,0.676,0.0426,90,171870
0.555,96.063,0.392,pop,-6.707,0.191,0.039,87,278015
0.52,120.001,0.672,pop,-7.747,0.37,0.0353,89,226600
0.47,67.086,0.598,pop,-8.744,0.879,0.0496,83,126267
0.64,84.828,0.264,pop,-6.221,0.19,0.0442,89,244685
0.841,109.021,0.635,pop,-5.379,0.424,0.0422,85,220734
0.706,80.969,0.722,pop,-4.857,0.599,0.0292,84,171292
0.757,142.579,0.482,pop,-4.586,0.12,0.0355,88,86984
0.715,155.925,0.315,pop,-8.072,0.497,0.0362,87,289533
0.864,105.143,0.556,pop,-5.87,0.4,0.0584,88,216880
0.643,117.025,0.74,pop,-5.446,0.96,0.0413,84,251424
0.725,130.504,0.633,pop,-4.257,0.64,0.0427,87,223192
0.731,101.654,0.483,pop,-6.696,0.484,0.0381,85,204280
0.928,127.939,0.571,pop,-3.725,0.488,0.0453,78,167012
0.513,109.935,0.745,pop,-9.116,0.929,0.087,88,154620
0.689,120.208,0.724,pop,-7.174,0.936,0.0524,89,146141
0.621,191.868,0.525,pop,-7.364,0.592,0.117,82,204093
0.424,119.705,0.754,pop,-8.463,0.806,0.0363,80,130973
0.646,115.842,0.645,pop,-8.334,0.295,0.0427,86,228639
0.789,91.911,0.757,latin,-3.46,0.464,0.0583,78,202174
0.778,96.057,0.911,latin,-2.248,0.345,0.262,84,162768
0.786,111.989,0.781,latin,-5.211,0.759,0.0885,68,228253
0.411,169.934,0.584,latin,-7.147,0.412,0.0838,71,217769
0.804,110.982,0.82,latin,-7.226,0.844,0.0528,68,211998
0.522,110.427,0.75,latin,-7.018,0.601,0.0293,78,321556
0.888,130.97,0.617,latin,-4.567,0.771,0.0402,72,240560
0.856,123.031,0.748,latin,-3.517,0.927,0.0348,68,189320
0.673,92.06,0.453,latin,-5.649,0.266,0.144,76,159849
0.686,79.928,0.647,latin,-5.745,0.268,0.0413,80,258299
0.595,108.02,0.777,latin,-6.79,0.546,0.0375,75,244444
0.588,142.004,0.872,latin,-6.276,0.93,0.0492,70,230704
0.498,122.016,0.876,latin,-7.511,0.428,0.0478,75,173119
0.69,151.991,0.839,latin,-4.464,0.744,0.0615,76,196413
0.616,103.071,0.797,latin,-10.229,0.451,0.375,74,339612
0.516,111.005,0.87,latin,-8.006,0.53,0.0541,71,210200
0.543,139.929,0.84,latin,-4.941,0.74,0.0568,70,225812
0.623,130.037,0.919,latin,-6.521,0.775,0.0992,71,157018
0.782,128.033,0.621,latin,-5.548,0.55,0.044,80,198938
0.524,83.97,0.653,latin,-9.016,0.553,0.0502,81,160191
0.586,189.978,0.326,latin,-7.966,0.295,0.0605,71,262309
0.662,93.976,0.892,latin,-3.894,0.607,0.162,68,227013
0.724,83.118,0.569,latin,-4.076,0.562,0.0474,75,194563
0.421,98.224,0.537,latin,-8.72,0.524,0.0285,80,184061
0.665,100.09,0.858,latin,-4.772,0.659,0.152,79,195587
0.534,93.924,0.832,arabic,-7.813,0.116,0.253,78,132833
0.542,135.14,0.926,arabic,-5.064,0.564,0.293,70,181929
0.73,155.008,0.834,arabic,-3.714,0.446,0.222,81,312820
0.564,77.972,0.856,arabic,-6.295,0.483,0.392,70,135960
0.576,166.162,0.77,arabic,-11.845,0.364,0.339,68,127200
0.716,91.007,0.701,arabic,-3.671,0.732,0.0361,80,140533
0.658,140.042,0.8,arabic,-6.142,0.462,0.079,77,195429
0.882,148.038,0.569,arabic,-2.777,0.201,0.06,88,191701
0.662,112.509,0.897,arabic,-6.903,0.39,0.292,79,145543
0.346,119.957,0.963,arabic,-9.309,0.562,0.53,75,142273
0.524,140.053,0.747,arabic,-6.807,0.363,0.245,71,213132
0.444,140.063,0.906,arabic,-8.692,0.678,0.384,68,235040
0.639,168.112,0.772,arabic,-7.119,0.261,0.467,74,166560
0.487,127.05,0.964,arabic,-6.071,0.108,0.421,77,154024
0.347,75.016,0.884,arabic,-8.227,0.376,0.35,72,220307
0.619,127.956,0.962,arabic,-5.562,0.154,0.405,72,144652
0.395,76.984,0.793,arabic,-5.578,0.128,0.385,69,213287
0.353,87.997,0.797,arabic,-9.931,0.0731,0.369,73,208293
0.516,119.996,0.877,arabic,-5.426,0.255,0.0706,77,162053
0.744,84.005,0.867,arabic,-5.171,0.645,0.227,71,173288
0.515,120.1,0.567,arabic,-10.265,0.321,0.247,73,224000
0.463,108.003,0.97,arabic,-7.259,0.46,0.366,72,142417
0.662,143.943,0.767,arabic,-4.856,0.259,0.0578,69,193333
0.622,130.001,0.847,arabic,-6.747,0.22,0.0903,82,125040
0.701,134.039,0.71,arabic,-5.415,0.564,0.0317,68,219174
0.727,150.062,0.477,arabic,-4.053,0.227,0.286,70,236524
0.48,143.029,0.846,arabic,-8.618,0.419,0.359,68,169532
0.651,163.935,0.665,arabic,-5.515,0.237,0.156,77,175755
0.692,79.899,0.623,arabic,-5.122,0.566,0.0504,78,240051
0.572,141.996,0.823,arabic,-6.067,0.568,0.0865,69,175954
0.613,149.972,0.65,arabic,-6.13,0.0804,0.128,76,194621
0.529,161.989,0.671,arabic,-7.226,0.203,0.307,83,165820
0.736,147.946,0.776,arabic,-4.612,0.233,0.247,71,186945
0.801,104.986,0.778,arabic,-7.326,0.914,0.106,70,157714
0.819,110.14,0.726,arabic,-7.094,0.636,0.106,70,141818
0.651,67.813,0.49,arabic,-6.259,0.567,0.138,68,180594
0.653,150.097,0.547,arabic,-3.875,0.163,0.081,74,174853
0.552,144.941,0.64,arabic,-5.679,0.112,0.129,84,228267
0.552,119.476,0.765,arabic,-7.524,0.492,0.309,82,194787
0.764,140.113,0.882,arabic,-5.241,0.886,0.204,81,140733
0.634,101.837,0.502,arabic,-3.367,0.645,0.144,72,219628
0.64,112.984,0.869,arabic,-7.677,0.535,0.0424,68,172598
0.719,113.012,0.897,arabic,-7.164,0.546,0.157,71,157756
0.668,87.973,0.573,arabic,-4.356,0.145,0.0467,82,199920
